tdry_profile,twet_profile
268.75,265.64326742856014
270.95,267.35989898269213
274.84999999999997,270.1012237305548
275.95,270.97257179220617
278.15,272.4514731448998
278.15,272.4514731448998
278.15,272.3907893366036
277.54999999999995,272.0101523041567
274.84999999999997,270.3095239549324
272.54999999999995,268.61042797946146
268.75,266.2747126966933
265.34999999999997,263.74793518043697
268.15,265.2982710768776
267.84999999999997,264.95635077327603
267.45,264.75009121879015
267.04999999999995,264.4826460261885
266.65,264.0026609008708
266.25,263.5851479334099
265.84999999999997,263.28312756353756
265.34999999999997,262.9053053964917
265.95,263.3951017672128
265.34999999999997,262.93724460599975
265.95,263.42843936464516
266.45,263.7890284116119
268.15,265.07880641112655
269.25,265.9039449660284
270.95,267.1285780907442
272.54999999999995,268.1883565322896
274.25,269.3191518800157
269.84999999999997,266.7457377108964
269.84999999999997,266.6819004313249
269.25,266.2348749123857
268.75,265.7551276727293
266.45,263.8507317099308
265.95,263.45994452341614
265.34999999999997,262.94387011476016
264.25,261.9867241082616
263.15,261.0689988817884
263.15,261.0452009492459
263.75,261.53951182185364
263.15,261.03942476519035
263.75,261.544212748219
261.45,259.58998921800253
261.45,259.60275251429493
259.84999999999997,258.2007393102368
260.95,259.1577754799336
259.84999999999997,258.2007393102368
262.54999999999995,260.55553880104975
267.54999999999995,264.6122490392826
271.45,267.536718851678
274.25,269.6516196220715
278.15,272.14999230760617
280.95,273.1463080191532
278.75,272.8278420985929
275.95,272.1215392427079
273.75,270.3820332230261
270.34999999999997,267.76721739153777
267.04999999999995,265.3568300413729
264.84999999999997,263.2308058386868
265.95,264.26871501333477
264.25,262.83943269434747
264.25,262.83943269434747
263.75,262.4992199261401
263.15,261.4812563053155
262.54999999999995,261.38836131301565
263.15,261.96759909307565
263.15,261.3839062558074
262.54999999999995,260.95513350736195
262.04999999999995,260.58881567335885
260.95,259.5192506527196
260.95,259.43144638381864
261.45,259.8973164767104
265.95,263.5229888815065
269.84999999999997,266.4386896747056
275.34999999999997,270.3508659171302
277.04999999999995,271.8587393804523
278.15,273.01190408424
277.04999999999995,272.3168482489027
275.34999999999997,271.20526141663095
274.25,270.87755366290077
273.15,270.1868500341362
272.54999999999995,268.91405074012016
269.25,266.2348749123857
269.25,266.17639202463164
269.84999999999997,266.4975914481161
268.15,265.3521416459386
267.04999999999995,264.5400554217894
265.95,263.74826393416953
264.84999999999997,262.75570377684903
264.25,262.1388208463933
262.54999999999995,260.6802960360002
262.54999999999995,260.7252216419939
260.34999999999997,258.98471998316114
261.45,259.72504203582366
259.25,258.0340644202185
263.15,261.2972054860132
267.54999999999995,264.86241595716467
270.34999999999997,267.20729082407485
273.15,269.41675464227853
274.84999999999997,271.1141436852048
275.95,271.705116247906
277.54999999999995,272.53681713362835
277.54999999999995,273.1685536333476
278.15,273.27126888083296
277.04999999999995,272.5594210439907
275.34999999999997,271.60306642437104
271.45,269.584468845139
269.84999999999997,268.24733836763403
268.75,267.3737313721354
269.25,266.77089600758404
267.54999999999995,265.3547687135219
266.45,264.4694142630051
265.34999999999997,264.09145481041946
265.95,264.46253119123844
266.45,264.4694142630051
265.95,264.1332423117676
264.84999999999997,263.4122929221046
264.25,262.83943269434747
265.34999999999997,263.74793518043697
267.54999999999995,265.4874641553155
272.54999999999995,269.0899147262137
274.84999999999997,270.5872713161762
277.54999999999995,272.3571862478724
280.34999999999997,273.6856353607059
281.45,274.1011071386632
280.34999999999997,273.60781701855734
280.34999999999997,273.60781701855734
279.84999999999997,273.4100883941196
278.75,272.6335691478789
276.45,271.25023609720427
275.95,270.92543442598316
273.75,269.41416368065273
272.04999999999995,268.3097063321722
273.15,268.85613306399557
272.54999999999995,268.40254011319996
271.45,267.59005853219287
270.34999999999997,266.7970052295281
268.75,265.64326742856014
269.25,265.9500196066001
268.75,265.5794405661816
269.25,265.93820616154795
269.84999999999997,266.4386896747056
269.84999999999997,266.4386896747056
272.04999999999995,267.98245983781317
273.15,268.9172142436562
275.95,270.6564776907028
276.45,271.3504570226246
282.04999999999995,274.59402702518526
282.54999999999995,274.6282910925099
282.04999999999995,274.78029883575647
281.45,274.1904981947519
280.95,274.43018320968355
278.75,273.28643828677633
275.95,271.5921721041251
275.34999999999997,271.3153406894979
274.25,270.4918378183537
273.75,270.1167637361756
272.04999999999995,269.0414325288816
270.95,268.63410306461077
270.34999999999997,268.13371865333335
269.84999999999997,268.00673657958356
268.15,266.8543557321183
267.04999999999995,265.96546229391254
267.04999999999995,266.5340275159952
267.04999999999995,266.5340275159952
266.45,266.0016663637863
266.45,266.0016663637863
266.45,266.0016663637863
267.04999999999995,266.27395324280326
267.04999999999995,265.96546229391254
266.45,265.4388992733316
268.15,266.8543557321183
269.25,267.4389032208222
270.34999999999997,268.30327938070127
270.34999999999997,268.540344571917
269.84999999999997,268.00673657958356
269.25,267.672868825331
269.25,267.91908774180956
268.15,267.03846649153763
268.15,266.8543557321183
268.75,267.62373957758854
269.25,267.91908774180956
279.25,274.38158739496555
277.54999999999995,273.5041112408074
273.75,271.0964018659663
273.15,270.54495798185474
269.25,267.91908774180956
272.04999999999995,270.15398867299
273.75,271.29089375212595
264.84999999999997,263.60876248721434
260.95,259.84371742702245
260.34999999999997,259.4297809954455
260.34999999999997,258.98471998316114
260.34999999999997,258.8723988502601
260.34999999999997,258.801214860218
262.54999999999995,260.7252216419939
262.54999999999995,260.7252216419939
261.45,259.8973164767104
262.04999999999995,260.21041588999316
261.45,259.72504203582366
260.34999999999997,258.8723988502601
258.75,257.3815862903743
258.15,256.88528463867533
258.75,257.3815862903743
258.75,257.3815862903743
258.15,256.88528463867533
257.54999999999995,256.32085327751383
257.54999999999995,256.4423308141716
258.15,256.88528463867533
257.54999999999995,256.4423308141716
257.54999999999995,256.5298148914133
258.15,256.9867938154822
257.54999999999995,256.4423308141716
257.54999999999995,256.6983869182317
259.84999999999997,258.7442998808705
260.95,259.65255476966644
266.45,264.30871341896875
271.45,268.27647806370504
270.95,268.3106604629142
270.34999999999997,267.91913846392197
273.15,270.0179935419339
275.95,271.99926015147526
275.34999999999997,271.60306642437104
277.04999999999995,273.00598833793066
272.54999999999995,269.8171022116972
270.95,269.04775936719597
271.45,269.33472224140814
273.15,270.3032570083182
273.75,270.5506576312099
278.15,273.01190408424
277.04999999999995,272.3168482489027
279.84999999999997,273.84707753408895
278.15,272.6970304228913
277.04999999999995,272.0833782034692
277.04999999999995,272.0833782034692
277.04999999999995,272.0833782034692
275.34999999999997,271.0981178489257
275.34999999999997,270.8928153217746
273.75,269.825990911351
272.04999999999995,268.8923613075386
274.25,270.4918378183537
278.15,273.01190408424
279.84999999999997,274.06528202335863
280.95,274.8306384957323
279.84999999999997,274.4315540200947
280.34999999999997,274.7538035838785
280.95,275.22884545212736
279.84999999999997,274.7284500109187
277.04999999999995,273.48024579280377
274.25,271.6216999202361
273.75,271.29089375212595
273.75,271.0964018659663
272.54999999999995,270.6285872192476
272.54999999999995,270.43074163671577
271.45,269.584468845139
272.04999999999995,269.65211528793355
270.34999999999997,268.7260617170487
269.25,268.4461774397845
268.75,267.88533742223194
268.75,267.88533742223194
269.25,267.91908774180956
268.15,267.36006724343883
267.54999999999995,267.10012723722195
269.25,268.1114661360542
272.04999999999995,270.15398867299
275.95,272.63611163540537
278.75,274.5410203351143
281.45,276.12066625092604
280.34999999999997,275.8436415267173
278.15,274.3101023814642
274.84999999999997,271.77847760853933
273.75,272.57751433482804
270.95,270.41999985042855
269.25,268.79774218646395
268.75,267.88533742223194
268.15,267.36006724343883
267.54999999999995,266.7676419059028
267.54999999999995,266.7676419059028
267.54999999999995,266.5145929022499
267.04999999999995,265.96546229391254
267.04999999999995,265.96546229391254
267.54999999999995,265.4874641553155
266.45,264.600603387742
264.84999999999997,263.8194394660015
